script_name,point_index,axis,v_percent,a_percent,t_rel_sec,x_mm,y_mm,z_mm,rx_deg,ry_deg,rz_deg
x_calibrate,10,x,45,100,0.6200699120017816,-265.8429260253906,-449.9759826660156,499.9430847167969,-169.9015655517578,-0.009513434953987598,171.98719787597656
x_calibrate,10,x,45,100,0.6300699159983196,-272.82208251953125,-449.97198486328125,499.9483337402344,-169.9009246826172,-0.010020188055932522,171.98655700683594
x_calibrate,10,x,45,100,0.6401849569956539,-286.915771484375,-449.9635314941406,499.9424133300781,-169.9010772705078,-0.009108733385801315,171.98533630371094
x_calibrate,10,x,45,100,0.6500455159984995,-294.0086975097656,-449.96307373046875,499.9397888183594,-169.9004364013672,-0.00943044200539589,171.98583984375
x_calibrate,10,x,45,100,0.660012005995668,-301.1258850097656,-449.9700012207031,499.9451599121094,-169.8994598388672,-0.009707963094115257,171.9868621826172
x_calibrate,10,x,45,100,0.670036124996841,-308.276611328125,-449.9700012207031,499.9488220214844,-169.89907836914062,-0.010081971064209938,171.9866943359375
x_calibrate,10,x,45,100,0.6800717750011245,-311.856689453125,-449.9652404785156,499.9494934082031,-169.899169921875,-0.009680154733359814,171.986083984375
x_calibrate,10,x,45,100,0.6900650259995018,-329.7850646972656,-449.9573669433594,499.92120361328125,-169.90090942382812,-0.007742851506918669,171.98611450195312
x_calibrate,10,x,45,100,0.7000529059951077,-336.98431396484375,-449.9594421386719,499.9291687011719,-169.8995819091797,-0.00889237504452467,171.9857940673828
x_calibrate,10,x,45,100,0.7100407459947746,-344.1643981933594,-449.9591064453125,499.9277038574219,-169.89988708496094,-0.007724979426711798,171.98666381835938
x_calibrate,10,x,45,100,0.7200387060001958,-351.3503112792969,-449.9640197753906,499.9208068847656,-169.89968872070312,-0.0074319420382380486,171.9881591796875
x_calibrate,10,x,45,100,0.7300938129992574,-365.7545166015625,-449.96240234375,499.92791748046875,-169.89808654785156,-0.008476554416120052,171.9880828857422
x_calibrate,10,x,45,100,0.7400276709959144,-372.93011474609375,-449.9581298828125,499.9114990234375,-169.89932250976562,-0.006395220756530762,171.9884490966797
x_calibrate,10,x,45,100,0.7500474720000057,-380.1102600097656,-449.95965576171875,499.9081726074219,-169.89892578125,-0.006472173612564802,171.98851013183594
x_calibrate,10,x,45,100,0.7600650780004798,-387.2841796875,-449.9612121582031,499.9246826171875,-169.89773559570312,-0.008256891742348671,171.9883270263672
x_calibrate,10,x,45,100,0.7700392229962745,-394.4198913574219,-449.96099853515625,499.91741943359375,-169.898681640625,-0.007373984437435865,171.98902893066406
x_calibrate,10,x,45,100,0.7800848119950388,-412.1895446777344,-449.96746826171875,499.9191589355469,-169.8977813720703,-0.008633953519165516,171.9906768798828
x_calibrate,10,x,45,100,0.7901115159984329,-419.2493591308594,-449.9627990722656,499.90496826171875,-169.89849853515625,-0.007459756452590227,171.9909210205078
x_calibrate,10,x,45,100,0.8002249339988339,-426.2764587402344,-449.9659423828125,499.9057922363281,-169.89801025390625,-0.007972411811351776,171.99090576171875
x_calibrate,10,x,45,100,0.810163490998093,-433.2642822265625,-449.9662780761719,499.9159240722656,-169.89724731445312,-0.00890113040804863,171.99082946777344
x_calibrate,10,x,45,100,0.8201616410005954,-440.18389892578125,-449.9654235839844,499.90625,-169.89747619628906,-0.008249806240200996,171.99131774902344
x_calibrate,10,x,45,100,0.8300390419972246,-450.4665832519531,-449.9658508300781,499.9106750488281,-169.8968505859375,-0.008668217808008194,171.99154663085938
x_calibrate,10,x,45,100,0.8400865349976812,-457.2350769042969,-449.9601745605469,499.90545654296875,-169.89695739746094,-0.008379052393138409,171.9914093017578
x_calibrate,10,x,45,100,0.8500957159994869,-463.92059326171875,-449.9709777832031,499.89678955078125,-169.8966827392578,-0.008288753218948841,171.99295043945312
x_calibrate,10,x,45,100,0.860036426995066,-473.78643798828125,-449.979248046875,499.894775390625,-169.89659118652344,-0.007913848385214806,171.9940185546875
x_calibrate,10,x,45,100,0.8700406779971672,-486.5920715332031,-449.97137451171875,499.8820495605469,-169.89723205566406,-0.007264208048582077,171.99366760253906
x_calibrate,10,x,45,100,0.880125992000103,-492.82525634765625,-449.96893310546875,499.884033203125,-169.89688110351562,-0.007922395132482052,171.99322509765625
x_calibrate,10,x,45,100,0.8901135220003198,-498.9161071777344,-449.97314453125,499.87359619140625,-169.89730834960938,-0.007441983558237553,171.99440002441406
x_calibrate,10,x,45,100,0.90002556899708,-504.8785400390625,-449.9783630371094,499.87249755859375,-169.89697265625,-0.007948879152536392,171.99510192871094
x_calibrate,10,x,45,100,0.9101158729972667,-510.69940185546875,-449.9751892089844,499.8693542480469,-169.89718627929688,-0.00784416776150465,171.99481201171875
x_calibrate,10,x,45,100,0.920090658000845,-521.8546142578125,-449.9698486328125,499.8591613769531,-169.89772033691406,-0.007467465475201607,171.994873046875
x_calibrate,10,x,45,100,0.9300259189985809,-529.7617797851562,-449.9745178222656,499.8565673828125,-169.8981170654297,-0.006793529726564884,171.99578857421875
x_calibrate,10,x,45,100,0.9400355909965583,-534.7959594726562,-449.9822082519531,499.8470153808594,-169.89816284179688,-0.006100209429860115,171.99661254882812
x_calibrate,10,x,45,100,0.950051262996567,-539.6478881835938,-449.9863586425781,499.86041259765625,-169.89793395996094,-0.006010294891893864,171.99667358398438
x_calibrate,10,x,45,100,0.9600476099949447,-548.7586669921875,-449.9797668457031,499.8455810546875,-169.89907836914062,-0.0040392498485744,171.99618530273438
x_calibrate,10,x,45,100,0.9700309010004275,-553.0054931640625,-449.9836120605469,499.8429260253906,-169.89964294433594,-0.0028783392626792192,171.9970245361328
x_calibrate,10,x,45,100,0.9800870010003564,-557.053466796875,-449.98974609375,499.8557434082031,-169.89886474609375,-0.004004434682428837,171.99761962890625
x_calibrate,10,x,45,100,0.9900618059982662,-558.9972534179688,-449.9902648925781,499.861083984375,-169.8987579345703,-0.0039956094697117805,171.99769592285156
x_calibrate,10,x,45,100,1.0000060640013544,-562.7188110351562,-449.9912109375,499.8530578613281,-169.8997039794922,-0.0020522032864391804,171.99826049804688
x_calibrate,10,x,45,100,1.010021265996329,-571.0917358398438,-449.99102783203125,499.8653259277344,-169.89968872070312,-0.0019233474740758538,171.9979248046875
